what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1487794151641
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1487794151641
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1487794151642
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1487794151643
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1487794151643
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1487794151643
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1487794151644
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1487794151644
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1487794151645
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1487794151645
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1487794151646
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1487794151647
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1487794151647
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1487794151648
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1487794151648
started,bundle,com.altera.sbtgui.integration,12.1.1.243,"com.altera.sbtgui.integration",1487794151649
started,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1487794151649
started,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1487794151649
started,bundle,com.altera.systemconsole,12.1.1.243,"com.altera.systemconsole",1487794151650
started,bundle,com.altera.systemconsole.designs.plugin,12.1.1.243,"com.altera.systemconsole.designs.plugin",1487794151650
started,bundle,com.altera.systemconsole.scripting,12.1.1.243,"com.altera.systemconsole.scripting",1487794151650
started,bundle,com.altera.utilities,12.1.1.243,"com.altera.utilities",1487794151651
os,sysinfo,,,"linux",1487794151654
arch,sysinfo,,,"x86",1487794151654
ws,sysinfo,,,"gtk",1487794151654
locale,sysinfo,,,"en_US",1487794151654
processors,sysinfo,,,"8",1487794151654
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1487794151654
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1487794151654
java.specification.name,sysinfo,,,"Java Platform API Specification",1487794151654
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1487794151654
java.specification.version,sysinfo,,,"1.6",1487794151654
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1487794151654
java.version,sysinfo,,,"1.6.0_23",1487794151654
java.vm.info,sysinfo,,,"mixed mode",1487794151654
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1487794151654
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1487794151654
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1487794151654
java.vm.specification.version,sysinfo,,,"1.0",1487794151654
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1487794151654
java.vm.version,sysinfo,,,"19.0-b09",1487794151654
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1487794152572
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1487794154113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1487794155346
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1487794155362
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1487794156478
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1487794157337
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1487794157355
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1487794158117
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1487794158706
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1487794159001
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1487794162277
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1487794162280
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1487794162281
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1487794162281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794162324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794165697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794169359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794172426
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1487794175015
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1487794175020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794176281
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1487794178713
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1487794178724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794178726
opened,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1487794180856
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1487794181006
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1487794181018
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [2-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x1109098] return code: 8",1487794182160
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [2-1.6]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x1109098, /afs/ualberta.ca/home/d/j/djr1/ece492_projects/ece492_projects/project_servo/software/servo/servo.elf] return code: 8",1487794183520
error,log,,,"Downloading ELF Process failed",1487794183531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794183561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794185461
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1487794186676
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1487794187964
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1487794187972
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487794188999
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1487794189489
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1487794189503
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1487794189994
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487794190908
started,bundle,com.altera.debug.cdi.gdb.plugin,12.1.1.243,"com.altera.debug.cdi.gdb.plugin",1487794197469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794197562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794201447
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1487794202262
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1487794202264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794203971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794204269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794206062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794207071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794207354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794208072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794211738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794218723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794218726
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1487794256953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794256960
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1487794258694
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487794260172
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [2-1.7]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x1109098] return code: 4, 'other error'",1487794261069
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [2-1.7]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x1109098, /afs/ualberta.ca/home/d/j/djr1/ece492_projects/ece492_projects/project_servo/software/servo/servo.elf] return code: 4, 'other error'",1487794263505
error,log,,,"Downloading ELF Process failed",1487794263517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794263539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794266993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794273734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794276026
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1487794282741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794286712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794294453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794298772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794302682
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1487794307032
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1487794310144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794314989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794321972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794321975
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1487794349827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794349852
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1487794350529
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487794352112
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [2-1.7]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x1109098] return code: 4, 'other error'",1487794353007
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [2-1.7]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x1109098, --reset-target, /afs/ualberta.ca/home/d/j/djr1/ece492_projects/ece492_projects/project_servo/software/servo/servo.elf] return code: 4, 'other error'",1487794354953
error,log,,,"Downloading ELF Process failed",1487794354963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794354990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794357260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794365069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794368837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794375989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794435642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794439168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794444552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794445534
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1487794446563
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487794446624
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1487794446896
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1487794446896
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.1.1.243,"com.altera.debug.cdi.gdb.plugin",1487794446896
stopped,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1487794446896
stopped,bundle,com.altera.sbtgui.ui,12.1.1.243,"com.altera.sbtgui.ui",1487794446897
stopped,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1487794446897
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1487794446897
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1487794446897
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1487794446897
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1487794446897
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1487794446897
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1487794446897
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1487794446897
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1487794446898
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1487794446899
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1487794446899
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1487794446899
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1487794446899
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1487794446899
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1487794446899
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1487794446900
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1487794446900
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1487794446900
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1487794446901
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1487794446901
